ShipmentNo	Ord	ShipmentDate	Amount	ExpectedDeliveryDays	CreatedBy	VehicleNo	EnteredOn	Name	Pnumber	Line1	Line2
1D8FD11F-C3E8-4744-8520-6A735BC2EAD4	1A5068A6-A7CA-4E1F-8129-A28C4A50D66B	2022-10-17 12:20:11.2066667	22505.84	NULL	System Generated	DCE-0009	2022-10-17 12:20:11.2066667	"Tailspin Toys (Dracut, MA)"	(339) 555-0100	Shop 226	609 Sidhu Crescent
60CFDBE1-ED26-4501-811E-6B40436439D0	5633CDC4-7607-41FA-B682-8D7D4DF7F577	2022-10-17 19:12:11.1466667	19365.75	NULL	System Generated	BCA-0003	2022-10-17 19:12:11.1466667	"Tailspin Toys (Victory Gardens, NJ)"	(201) 555-0100	Shop 7	249 Arvidsson Avenue
5C77D39B-87AD-4CFC-89AB-6C61B55A906E	DF3BC884-8E72-4736-B5E4-7BD43BD985C0	2022-10-17 13:03:26.1133333	22184.76	NULL	System Generated	ECA-0040	2022-10-17 13:03:26.1133333	"Tailspin Toys (Tolna, ND)"	(701) 555-0100	Unit 91	777 Vassiljev Street
ECEB7614-C5C1-42E9-B09C-6CD05EAB1FF3	6E77A528-B77B-4AE3-9949-A5B81F6C2A0E	2022-10-27 17:51:15.9000000	17016.05	NULL	System Generated	BCB-0008	2022-10-27 17:51:15.9000000	"Tailspin Toys (Alstead, NH)"	(603) 555-0100	Suite 50	520 Walkky Boulevard
7135D6C1-9208-4A1F-BD60-6DB1270D5FB6	A3DF824A-2225-4496-88AF-A61D2F0C0A6B	2022-10-27 18:24:15.9100000	13779.62	NULL	System Generated	DDA-0051	2022-10-27 18:24:15.9100000	"Tailspin Toys (Sans Souci, SC)"	(803) 555-0100	Shop 104	1889 Smirnov Road
A0D24C67-FECA-4E8F-A9AB-6FC7E0FF737C	B82E0802-1F74-4A01-81F7-0CB473C1A16D	2022-10-22 14:16:19.7433333	11439.62	NULL	System Generated	BCB-0086	2022-10-22 14:16:19.7433333	"Tailspin Toys (Clewiston, FL)"	(239) 555-0100	Suite 80	351 Lill Crescent
7957F7F8-C1AE-45CA-89D3-70F3270B951C	8D2E4B2E-7E92-4E0D-B34C-464CD5889112	2022-10-16 15:54:26.3533333	24270.97	NULL	System Generated	EAC-0076	2022-10-16 15:54:26.3533333	"Tailspin Toys (Cheyenne Wells, CO)"	(303) 555-0100	Unit 150	617 Pornpipatpong Lane
8C686EE7-C31A-4903-BE76-742A9F2B9636	611A9198-B733-4E02-91E2-6153C2B65CDE	2022-10-20 09:07:11.8300000	10002.64	NULL	System Generated	BAB-0065	2022-10-20 09:07:11.8300000	"Tailspin Toys (Lavon, TX)"	(210) 555-0100	Suite 258	771 Kidambi Road
239BE209-1E56-4E70-83A7-74E2380E7A0A	E7FE675E-EE4D-4A07-ABBB-0347F1C4A362	2022-10-14 17:45:25.5700000	17609.24	NULL	System Generated	CCE-0024	2022-10-14 17:45:25.5700000	"Tailspin Toys (South La Paloma, TX)"	(210) 555-0100	Shop 2	1377 Tirlea Avenue
EE8BED71-1D42-42FB-ADE3-79F5F5F217BB	0A56DF87-66D0-4C9E-AB40-DB1508048037	2022-10-28 12:32:14.6600000	15203.16	NULL	System Generated	DBD-0009	2022-10-28 12:32:14.6600000	"Tailspin Toys (Manchester Center, VT)"	(802) 555-0100	Shop 264	611 Todorovic Avenue
5CCA69C4-A11E-480E-A495-7A334DBBDB1A	A581DAFD-3D68-4204-AAD7-C3CB3D8CBBCC	2022-10-24 13:19:11.9333333	17117.89	NULL	System Generated	ACE-0098	2022-10-24 13:19:11.9333333	"Tailspin Toys (El Centro, CA)"	(209) 555-0100	Unit 30	1437 Ahmadian Avenue
094E03BA-C396-4D7F-B3F2-7A6E9FC6595C	D49744FB-4D75-496C-B1A5-6B619B90B698	2022-10-20 13:34:11.8500000	17577.19	NULL	System Generated	CDD-0058	2022-10-20 13:34:11.8500000	"Tailspin Toys (Guin, AL)"	(205) 555-0100	Unit 92	1742 Bender Boulevard
04B20679-BAF4-4C2B-B1AF-7B5343B75DA6	1D4D4C75-7E7D-47B2-9A59-54C9074AA9EE	2022-10-16 16:35:26.5400000	15164.49	NULL	System Generated	DDE-0085	2022-10-16 16:35:26.5400000	"Tailspin Toys (Tunnelhill, PA)"	(215) 555-0100	Shop 6	301 Nechita Avenue
0FCC509D-1EE6-4A29-84F4-7B5379716E1B	583A456D-80BE-4686-A203-8BAFFC7AB6E4	2022-10-23 12:40:11.7866667	11842.47	NULL	System Generated	AAC-0052	2022-10-23 12:40:11.7866667	"Tailspin Toys (Cundiyo, NM)"	(505) 555-0100	Suite 117	1940 Shim Avenue
4226E7D9-7831-416B-8ED9-7DC78D3EB69D	66976A6A-845D-47BB-80E8-A686C64BBEC5	2022-10-24 10:24:11.8700000	12079.65	NULL	System Generated	AED-0092	2022-10-24 10:24:11.8700000	"Tailspin Toys (Fieldbrook, CA)"	(209) 555-0100	Suite 287	1455 Grgic Crescent
A2DE1547-40D4-4DD0-A2C2-7DD59B0867A2	7B23BF57-E7BA-4D31-8320-4C3A25A45F24	2022-10-27 09:21:15.8800000	20255.77	NULL	System Generated	CDC-0026	2022-10-27 09:21:15.8800000	"Tailspin Toys (Kalvesta, KS)"	(316) 555-0100	Unit 246	813 Habibi Lane
99F4139E-DE0B-43D5-AEEE-7EB95D40C292	9F1DDC75-1B02-4203-9AB6-0ABBD38C53D5	2022-10-13 17:43:24.6366667	12362.58	NULL	System Generated	BBA-0023	2022-10-13 17:43:24.6366667	"Tailspin Toys (Wallagrass, ME)"	(207) 555-0100	Unit 206	1898 Kasesalu Boulevard
EFE0F698-62AA-4D4A-BCA4-7F614EB020F0	3B7A5B54-ACED-4B76-81C4-3BB8FE427E7E	2022-10-18 16:33:10.5300000	21345.09	NULL	System Generated	BAE-0059	2022-10-18 16:33:10.5300000	"Tailspin Toys (Tomnolen, MS)"	(228) 555-0100	Unit 60	1158 Hrastovsek Boulevard
19508BB4-A21A-44CE-9DA8-7FBD404434CE	A67F91C2-7FC9-4EBD-890B-4E05146D7D14	2022-10-16 16:36:26.4700000	17947.49	NULL	System Generated	CCD-0027	2022-10-16 16:36:26.4700000	"Tailspin Toys (Tumacacori, AZ)"	(480) 555-0100	Unit 23	1991 Clark Street
AA9996A2-EEEA-47C1-A0B1-80FA51AC4C08	6CA6F9BA-0D68-49EF-828D-9A1B73C4E116	2022-10-20 11:49:11.9000000	15758.23	NULL	System Generated	DCE-0022	2022-10-20 11:49:11.9000000	"Tailspin Toys (Glen Avon, CA)"	(209) 555-0100	Unit 32	917 Morgan Boulevard
E84EB314-1FE8-428D-A544-837D2E675459	897FAF33-C37E-4D64-9F7A-8854A89E1589	2022-10-23 16:53:11.7800000	21402.44	NULL	System Generated	CDD-0059	2022-10-23 16:53:11.7800000	"Tailspin Toys (Bernie, MO)"	(314) 555-0100	Unit 142	848 Kommineni Street
F721FEB6-B154-48DE-A3A8-85DF0B54869A	93967D80-E319-4306-87F3-24BFD0A4AE13	2022-10-14 09:57:25.6200000	16222.53	NULL	System Generated	AEB-0040	2022-10-14 09:57:25.6200000	"Tailspin Toys (South Laguna, CA)"	(209) 555-0100	Unit 174	939 Sanyal Crescent
7E7DA817-FFB8-4702-9EE4-884FA77653A9	C441092B-C9D0-4402-9DE0-81009F1993F4	2022-10-17 18:03:26.2066667	23326.96	NULL	System Generated	DCC-0075	2022-10-17 18:03:26.2066667	"Tailspin Toys (North Crows Nest, IN)"	(219) 555-0100	Suite 73	1191 Min Avenue
018A84B3-1F4B-4096-9924-8A22AD740EDA	1B65DA87-8087-4798-9026-E2FA9EF29BAE	2022-10-25 18:36:12.6100000	16786.09	NULL	System Generated	BAB-0060	2022-10-25 18:36:12.6100000	"Tailspin Toys (Oriole Beach, FL)"	(239) 555-0100	Suite 223	53 Jeon Boulevard
74D048D2-F360-450C-A419-8A7FCE633139	E95A874C-64DB-4502-9E14-1AB4EECB0926	2022-10-16 18:39:26.2566667	16648.41	NULL	System Generated	ACA-0008	2022-10-16 18:39:26.2566667	"Tailspin Toys (Sallyards, KS)"	(316) 555-0100	Unit 192	473 Kaulins Road
E4C4C3A7-9F64-4A58-AF14-8C44F1F4A87A	409DE560-822C-44CC-8D80-F3803798DE18	2022-10-25 08:56:12.7533333	10993.42	NULL	System Generated	CEB-0022	2022-10-25 08:56:12.7533333	"Tailspin Toys (Dahlia, NM)"	(505) 555-0100	Shop 52	1566 Holy Road
7357820E-6788-435E-A3F3-8CEB63507137	F7CCF270-AF33-4E9C-93D0-62D7FB668BCC	2022-10-20 17:40:11.8400000	14243.85	NULL	System Generated	CEE-0070	2022-10-20 17:40:11.8400000	"Tailspin Toys (Cherry Grove Beach, SC)"	(803) 555-0100	Unit 9	406 Malakar Lane
F758F3E5-60AD-4811-AC27-8DEF692CFC9E	723FABD0-4052-4677-9CDC-C60D2E35BBAD	2022-10-24 17:02:11.9666667	19622.14	NULL	System Generated	EAC-0062	2022-10-24 17:02:11.9666667	"Tailspin Toys (Bethania, NC)"	(252) 555-0100	Unit 281	49 Vitols Crescent
F0DCE2A7-95B8-497C-886B-8EABE9D3848F	DA3D2BF6-1E9C-4F5F-8D5D-83B3A16D99C0	2022-10-17 15:19:11.0433333	11445.75	NULL	System Generated	EAA-0025	2022-10-17 15:19:11.0433333	"Tailspin Toys (Rafael CapÛ, PR)"	(787) 555-0100	Unit 129	1268 Pakalapati Street
140C2060-1FF7-4EC8-AE00-8F279F495747	E430B258-C2EC-4B58-9A5F-AD0AEF4173E1	2022-10-24 10:39:11.9000000	20395.73	NULL	System Generated	CDA-0090	2022-10-24 10:39:11.9000000	"Tailspin Toys (Scofield, UT)"	(385) 555-0100	Suite 176	298 Bucco Lane
97C3C97C-706B-4CDD-9BDF-93239180C319	9D78C91C-09EE-41EB-8B9C-F26FBA967868	2022-10-25 16:32:12.7200000	24890.61	NULL	System Generated	EEE-0054	2022-10-25 16:32:12.7200000	"Tailspin Toys (Vassalboro, ME)"	(207) 555-0100	Unit 234	900 Thota Boulevard
8BAB198E-52EF-4B86-A598-93EA6AA72E09	3943FD65-D710-4D3F-BC71-807CEF28F2F7	2022-10-29 17:17:15.5433333	15387.02	NULL	System Generated	CCB-0061	2022-10-29 17:17:15.5433333	"Tailspin Toys (Statenville, GA)"	(229) 555-0100	Shop 44	974 Javan Avenue
DB28CFDD-FC96-4B9F-9266-944CF6B37D0A	11607B40-235B-4120-8211-DA4C6D993AF9	2022-10-24 18:07:12.0600000	16670.66	NULL	System Generated	BBD-0070	2022-10-24 18:07:12.0600000	"Tailspin Toys (Bratenahl, OH)"	(216) 555-0100	Unit 149	889 Usenuly Street
3B090E80-B765-409F-A8A8-95B5DC95578D	4802AC72-214D-4442-B34A-4EACA7EE2C39	2022-10-23 10:06:11.6133333	16638.91	NULL	System Generated	DDB-0079	2022-10-23 10:06:11.6133333	"Tailspin Toys (Elrosa, MN)"	(218) 555-0100	Shop 251	835 Bach Crescent
51DD77A1-C1E2-4247-952F-9704FF5B0585	808791E7-053B-43D5-8A14-56119874430E	2022-10-11 16:42:01.1300000	15008.81	NULL	System Generated	CBD-0028	2022-10-11 16:42:01.1300000	"Tailspin Toys (McClave, CO)"	(303) 555-0100	Unit 23	1748 Aalto Crescent
98DC9D00-273A-4C0A-BD7E-994D71544803	F91C5864-1563-4D44-B4D4-2D9FCCE28CC5	2022-10-30 15:42:14.2100000	23535.63	NULL	System Generated	CDD-0019	2022-10-30 15:42:14.2100000	"Tailspin Toys (Roe Park, NY)"	(212) 555-0100	Shop 219	528 Persson Road
43B2FCB3-27A7-4D1D-B307-9BDF430C5A68	423B11C2-B83D-4710-81E6-5C3236F394A6	2022-10-23 18:20:11.6533333	10455.86	NULL	System Generated	EBD-0090	2022-10-23 18:20:11.6533333	"Tailspin Toys (Hanoverton, OH)"	(216) 555-0100	Suite 157	1419 Hadrabova Avenue
9C12DA86-C555-4582-AB98-9F6B4631D839	8ABC4383-9001-4581-AC45-46D15BC9D627	2022-10-19 10:55:10.7066667	17357.97	NULL	System Generated	CBE-0006	2022-10-19 10:55:10.7066667	"Tailspin Toys (Annamoriah, WV)"	(304) 555-0100	Unit 280	1394 Ankitham Crescent
8DEF747C-DBA5-45C9-954A-9FCFA52FC4E4	DC4D8F21-E5C6-4D8C-B838-8D1E1708177E	2022-10-23 15:33:11.8100000	16847.75	NULL	System Generated	DEE-0057	2022-10-23 15:33:11.8100000	"Tailspin Toys (Francis Mills, NJ)"	(201) 555-0100	Shop 167	772 Naicker Road
A6DA3ABF-AF63-47C3-BCE8-A0DB76A06D7F	F137C407-667B-4784-8428-E29C6F902B54	2022-10-30 13:23:14.2366667	21787.67	NULL	System Generated	BCB-0031	2022-10-30 13:23:14.2366667	"Tailspin Toys (Point Roberts, WA)"	(206) 555-0100	Unit 187	70 Nishad Avenue
CE993E3F-48F7-4ADD-BF42-A6BD33F37B41	E4B2E3DE-E3B0-483C-A76C-1BAF7B4E8420	2022-10-13 18:49:24.6800000	17265.94	NULL	System Generated	BDE-0064	2022-10-13 18:49:24.6800000	"Tailspin Toys (East Portal, CO)"	(303) 555-0100	Shop 92	999 Kasesalu Road
7CED452E-3717-4309-9628-A7CF24CAEF80	3BA8AC86-E51D-4A98-8B00-3C22657AD023	2022-10-28 16:53:14.4400000	14482.66	NULL	System Generated	DAC-0013	2022-10-28 16:53:14.4400000	"Tailspin Toys (Mineral Hills, MI)"	(231) 555-0100	Unit 38	1421 Radoncis Road
84CE98A2-4738-49AA-9659-A7F7339664AE	E7BABDF6-D955-4C4A-BD7D-A5E562FB800B	2022-10-17 14:49:11.2566667	20597.78	NULL	System Generated	BAB-0038	2022-10-17 14:49:11.2566667	"Tailspin Toys (Maple Shade, NJ)"	(201) 555-0100	Suite 271	81 Banerjee Crescent
2EDB6489-B067-469B-9438-A939437691C5	4651D95D-F4CE-4220-81F9-ECFCC6AF6295	2022-10-25 16:16:12.6600000	14449.19	NULL	System Generated	EBC-0049	2022-10-25 16:16:12.6600000	"Tailspin Toys (Kwethluk, AK)"	(907) 555-0100	Shop 162	486 Spirlea Avenue
85A11A92-A2D2-4D7A-9CCB-A93DC06C8C5D	2E257543-4BDC-4701-BA5D-B9B16E9E1F97	2022-10-20 09:40:11.9533333	20098.57	NULL	System Generated	CDA-0030	2022-10-20 09:40:11.9533333	"Tailspin Toys (Minidoka, ID)"	(208) 555-0100	Suite 84	585 Dao Lane
BF542EA9-2FBC-40AD-88A3-A9F135B6CD61	DA046C28-FED4-493B-8FC4-C6E2B1AEF0C0	2022-10-28 14:52:14.6133333	13982.63	NULL	System Generated	AEC-0026	2022-10-28 14:52:14.6133333	"Tailspin Toys (Lake Erie Beach, NY)"	(212) 555-0100	Unit 174	1755 De Road
DC8A2C4B-B554-44BF-A6A2-AD0A0330ECC1	EA29FF53-544C-4CC5-8CD6-E01D7D740981	2022-10-25 10:26:12.5966667	13345.14	NULL	System Generated	CBC-0015	2022-10-25 10:26:12.5966667	"Tailspin Toys (Tavares, FL)"	(239) 555-0100	Shop 82	1687 Valbe Avenue
0A8C7A78-4445-4D9E-80F4-AD55E46F4DD8	461C695F-6DFC-48FB-96D5-EB3B6CC3E653	2022-10-25 08:56:12.6266667	20459.23	NULL	System Generated	EEC-0055	2022-10-25 08:56:12.6266667	"Tailspin Toys (Terre du Lac, MO)"	(314) 555-0100	Suite 93	171 Bite Lane
E0EAF5F3-5337-4E82-88F9-AF80C201CDB8	D257BD35-A231-46E0-923B-21B6DACC5DC8	2022-10-14 13:50:25.6066667	21976.44	NULL	System Generated	DAD-0031	2022-10-14 13:50:25.6066667	"Tailspin Toys (Mount Montgomery, NV)"	(702) 555-0100	Shop 284	1909 Cosic Crescent
1150043F-E6D0-40BD-8FC8-B141DBA30480	84568D45-7366-4374-A0ED-A7627918D25B	2022-10-24 16:29:11.8800000	19425.66	NULL	System Generated	BDD-0042	2022-10-24 16:29:11.8800000	"Tailspin Toys (Carbonville, UT)"	(385) 555-0100	Suite 272	931 Han Crescent
A7FB88D3-1C87-41D4-A508-B664499DB710	D812B8AD-66F8-49A4-9DF8-3842C583ED9A	2022-10-14 10:19:25.6566667	11682.39	NULL	System Generated	AEB-0042	2022-10-14 10:19:25.6566667	"Tailspin Toys (Navassa, NC)"	(252) 555-0100	Suite 231	333 Shasthri Road
DA4A9B0D-4B64-423A-A136-B84275B3028F	152C73B0-A9B4-4EB8-B1C2-DE00E594EDF6	2022-10-25 10:36:12.5333333	13848.15	NULL	System Generated	CAC-0087	2022-10-25 10:36:12.5333333	"Tailspin Toys (Hardeeville, SC)"	(803) 555-0100	Shop 31	478 KlanCisar Lane
BF936B15-5DF1-4A95-90CC-B8FD81C7EA60	4A7130B0-6DBF-48F6-A4B3-804A05170F0E	2022-10-17 18:43:26.1766667	22278.08	NULL	System Generated	BCA-0033	2022-10-17 18:43:26.1766667	"Tailspin Toys (Furley, KS)"	(316) 555-0100	Suite 199	1096 Poursokh Crescent
BE0B417A-1B2F-42B4-9FFD-B9181121ED9E	BFB3234D-2F21-4A26-A010-0DD8B9A80CF3	2022-10-26 12:29:14.7900000	17116.80	NULL	System Generated	ADE-0003	2022-10-26 12:29:14.7900000	"Tailspin Toys (Arrow Rock, MO)"	(314) 555-0100	Shop 181	1190 Syme Street
791158D7-87A2-474D-9B78-BB4225755391	2EFB4381-D4BE-434B-9C99-8FCCC4BC235D	2022-10-28 13:49:14.5433333	16965.62	NULL	System Generated	DBA-0086	2022-10-28 13:49:14.5433333	"Tailspin Toys (King Cove, AK)"	(907) 555-0100	Suite 268	433 Reddy Street
E1AC60E2-3FC2-4C79-862D-BD0608C70FAB	C82DB2CE-E61B-49B0-AFA2-602C6FA4F005	2022-10-29 18:14:15.4966667	17045.94	NULL	System Generated	EDB-0066	2022-10-29 18:14:15.4966667	"Tailspin Toys (Ashtabula, OH)"	(216) 555-0100	Shop 237	612 Gill Crescent
2BC1D439-12A9-4AD4-8AAB-BFCAAE035082	E745B9D4-6853-4876-90CD-2620CEE9AB0A	2022-10-18 11:57:10.5100000	10028.04	NULL	System Generated	AED-0068	2022-10-18 11:57:10.5100000	"Tailspin Toys (Larose, LA)"	(225) 555-0100	Suite 156	859 Thota Lane
2718B863-AA9C-4323-AB96-C07961878905	6F5ACE59-D5B7-4F31-8F31-F42CCCB99E3E	2022-10-25 15:36:12.7700000	10857.76	NULL	System Generated	CDB-0071	2022-10-25 15:36:12.7700000	"Tailspin Toys (Manahawkin, NJ)"	(201) 555-0100	Suite 203	726 Roy Boulevard
361ECFCB-0BBF-40B2-B53D-C1A670E2F7D4	9A722761-8ADB-46E3-9FD9-544CC944A2EB	2022-10-28 11:13:14.4500000	13006.25	NULL	System Generated	CEA-0088	2022-10-28 11:13:14.4500000	"Tailspin Toys (Belgreen, AL)"	(205) 555-0100	Suite 118	469 Formanek Street
E1FCFFA2-0667-4A96-864F-C6199393B946	3805A203-6138-45BD-B7A8-258EAA8FAF0E	2022-10-26 14:42:14.7966667	18333.67	NULL	System Generated	CEC-0073	2022-10-26 14:42:14.7966667	"Tailspin Toys (Fishtail, MT)"	(406) 555-0100	Unit 49	469 Patel Avenue
6F6424D1-0D41-405E-A55D-C654E3396066	A4914F7B-5488-41CC-B2C4-BE32F92AC773	2022-10-24 09:01:11.9266667	22235.44	NULL	System Generated	ABE-0083	2022-10-24 09:01:11.9266667	"Tailspin Toys (Baraboo, WI)"	(262) 555-0100	Unit 170	1951 Rozitis Lane
EF9FA979-98B5-4282-B506-C6EB74664FDC	5893A335-4CF4-41F5-9045-BFA888574951	2022-10-30 09:45:14.2300000	18389.55	NULL	System Generated	ACE-0024	2022-10-30 09:45:14.2300000	"Tailspin Toys (Inguadona, MN)"	(218) 555-0100	Suite 157	196 Kubat Street
1C4E8EC6-0DFB-4E84-8DEA-C92D737C1B1D	D74F3306-F3E7-4DDC-82C9-1152306768AB	2022-10-13 15:08:24.6700000	17139.50	NULL	System Generated	BBA-0020	2022-10-13 15:08:24.6700000	"Tailspin Toys (Corfu, NY)"	(212) 555-0100	Suite 153	1989 Utjesenovic Road
CDA15C16-0E0A-4190-B6CE-CD0C196A5184	C0C1A797-7414-428C-95DE-1038016BF58F	2022-10-29 10:53:15.3866667	19904.53	NULL	System Generated	BBB-0026	2022-10-29 10:53:15.3866667	"Tailspin Toys (Antares, AZ)"	(480) 555-0100	Unit 148	307 Raju Street
597665CA-BE95-4BBA-8672-CDFC09F8CF80	5E8CFA36-5819-4B91-A77A-17B1555035DD	2022-10-22 10:55:19.7533333	13143.69	NULL	System Generated	ACC-0027	2022-10-22 10:55:19.7533333	"Tailspin Toys (Sun River, MT)"	(406) 555-0100	Unit 249	1229 Bordelon Lane
A4D5ABC1-B5D0-41EB-BD82-CE53DDE9ACAA	36137EBB-CE72-43BE-B52A-A9843D8CA765	2022-10-24 08:43:11.8866667	14111.63	NULL	System Generated	BAE-0027	2022-10-24 08:43:11.8866667	"Tailspin Toys (Marcell, MN)"	(218) 555-0100	Suite 130	1952 Laramee Street
D7B1BC47-8104-414B-B997-CEA173A773ED	27D6E553-5939-4F37-ABB1-20DF070C069D	2022-10-19 17:57:10.6433333	12800.08	NULL	System Generated	DAC-0080	2022-10-19 17:57:10.6433333	"Tailspin Toys (Eden Valley, MN)"	(218) 555-0100	Unit 248	226 Auzina Lane
77109601-CF39-4897-A23B-CF7E67B4506D	B28CA246-85B0-4B8D-8EB0-641470F7D019	2022-10-16 15:25:26.7900000	19650.62	NULL	System Generated	ECD-0065	2022-10-16 15:25:26.7900000	"Tailspin Toys (Arbor Vitae, WI)"	(262) 555-0100	Suite 45	234 Benda Crescent
BA375975-97C4-40CB-8DC2-CFF92CBB3617	028E441B-DA43-4FDE-AECE-2E8303D43BBD	2022-10-15 11:40:25.6833333	20693.03	NULL	System Generated	DEB-0086	2022-10-15 11:40:25.6833333	"Tailspin Toys (Hollywood Park, TX)"	(210) 555-0100	Unit 178	1948 Podnieks Road
57FA84C2-E7C1-47E3-BF70-D175CA930187	459EFE4B-C10B-4EBF-891C-D3BBE3006817	2022-10-24 14:40:11.9900000	23373.85	NULL	System Generated	BEA-0018	2022-10-24 14:40:11.9900000	"Tailspin Toys (Saks, AL)"	(205) 555-0100	Suite 187	1962 Celik Road
2220E5C6-616D-4152-9DF0-D39A236DE2F3	D59C59F3-83F7-491D-B961-C05618E3A80A	2022-10-20 12:21:12.1533333	15360.51	NULL	System Generated	CBA-0052	2022-10-20 12:21:12.1533333	"Tailspin Toys (Donner, LA)"	(225) 555-0100	Suite 255	299 Gill Boulevard
7DFD9079-AD95-4E2A-B2CA-D400C2F0C57B	D75AD0A9-A7A7-4BB0-9304-8A7AE423866B	2022-10-28 17:26:14.5333333	16460.75	NULL	System Generated	CBA-0065	2022-10-28 17:26:14.5333333	"Tailspin Toys (Saint Louis Park, MN)"	(218) 555-0100	Shop 258	565 Singh Lane
497761D8-63BA-42CC-A1B3-D512F0E87F65	93A77804-86AE-4EEB-9619-268B345032A7	2022-10-31 17:49:14.3233333	19353.52	NULL	System Generated	DBE-0021	2022-10-31 17:49:14.3233333	"Tailspin Toys (Crary, ND)"	(701) 555-0100	Suite 181	522 Longo Lane
D6B7D7E0-A166-422C-8289-D795989D2EB5	444D7778-FCEA-4838-83DC-2EDE7EF1F261	2022-10-14 17:53:25.6466667	17628.85	NULL	System Generated	DDC-0090	2022-10-14 17:53:25.6466667	"Tailspin Toys (Aspen Park, CO)"	(303) 555-0100	Unit 227	1611 Alfred Lane
9CAB4995-8A5D-4A9C-8774-D8918D0AAFB1	35D60D03-39AA-43B3-9EA6-10434E09C568	2022-10-27 11:55:15.8700000	23530.94	NULL	System Generated	EAD-0048	2022-10-27 11:55:15.8700000	"Tailspin Toys (Glen Park, NY)"	(212) 555-0100	Unit 69	1219 Van Groesen Avenue
72AE0C0F-CA47-473C-85CA-D8EC22B2FC5A	33343F89-F63B-48FB-BA24-B4A346439E7B	2022-10-29 12:38:15.5733333	15738.63	NULL	System Generated	CAD-0098	2022-10-29 12:38:15.5733333	"Tailspin Toys (Panaca, NV)"	(702) 555-0100	Shop 236	155 Jantunen Boulevard
64CADC51-A2B8-43B0-93EF-DAA05CD93CAF	1C8E7192-0D6F-4107-B8CD-74D0CACD7761	2022-10-23 14:48:11.7000000	24782.97	NULL	System Generated	CDE-0076	2022-10-23 14:48:11.7000000	"Tailspin Toys (Rothsville, PA)"	(215) 555-0100	Unit 88	1840 Roman Road
261DFB74-A89A-41D0-BBB5-DE318E9C6325	C905E537-6663-46C1-9C2C-0436FA865314	2022-10-26 18:32:14.7800000	16084.09	NULL	System Generated	BBC-0005	2022-10-26 18:32:14.7800000	"Tailspin Toys (Topstone, CT)"	(203) 555-0100	Suite 271	1399 Mukherjee Avenue
A01E686E-C9F5-4BC7-A756-DE4F8F458A06	3BC9FBBB-9870-490D-8335-C3EF10C980A0	2022-10-24 15:35:11.9400000	18313.54	NULL	System Generated	ADC-0040	2022-10-24 15:35:11.9400000	"Tailspin Toys (McCamey, TX)"	(210) 555-0100	Suite 116	1556 Barua Boulevard
9F47387E-27F3-4DC6-A29A-E127B424E629	C3BBC8FB-1755-4BF3-AE32-3D4273E8BBB9	2022-10-29 10:56:15.4566667	24745.80	NULL	System Generated	BBE-0090	2022-10-29 10:56:15.4566667	"Tailspin Toys (Rockwall, TX)"	(210) 555-0100	Unit 211	1492 Lanctot Crescent
3CDD5CF4-7E38-416F-AB87-E414FDFA0EA3	8954244A-7F82-4FFB-A36D-C5721DA9092D	2022-10-24 14:56:11.9600000	17536.72	NULL	System Generated	CCA-0048	2022-10-24 14:56:11.9600000	"Tailspin Toys (Seagraves, TX)"	(210) 555-0100	Suite 228	1216 Nilsson Crescent
4B41F22B-0283-4AD6-908B-E5AD62A26945	7C67757F-1107-45FA-99C9-35D23BFD615B	2022-10-17 17:39:25.9400000	23366.84	NULL	System Generated	ECC-0082	2022-10-17 17:39:25.9400000	"Tailspin Toys (Sinclair, WY)"	(307) 555-0100	Unit 88	391 Cindric Boulevard
5DD59652-3E13-4DE4-B20D-E6631F432DEA	E23F18C2-8882-4184-9CEB-04AD3F15179D	2022-10-19 15:49:10.6200000	20268.96	NULL	System Generated	CAE-0086	2022-10-19 15:49:10.6200000	"Tailspin Toys (Eastchester, NY)"	(212) 555-0100	Unit 109	1568 Srisati Boulevard
EBADDD43-F5F9-49E4-B345-EA43FC67BA5F	155B5BCF-DEA5-4FA4-85A1-65BBA118C712	2022-10-17 19:09:26.0633333	15355.96	NULL	System Generated	BCD-0079	2022-10-17 19:09:26.0633333	"Tailspin Toys (Ortley Beach, NJ)"	(201) 555-0100	Shop 83	834 Mookjai Avenue
E0B97174-A30C-4BEA-8F93-ED03E399411D	F63AEFA2-F48A-4C26-9191-15C96C59CFB5	2022-10-31 08:53:14.2933333	19891.76	NULL	System Generated	AEB-0040	2022-10-31 08:53:14.2933333	"Tailspin Toys (Madrone, NM)"	(505) 555-0100	Shop 283	1520 Podnieks Road
DF3ACE4D-11C4-4965-B760-ED80627419E6	CED0A2D9-3FDF-4340-BF1F-F2A8FF8BAE0F	2022-10-25 15:47:12.7300000	16802.23	NULL	System Generated	BBB-0043	2022-10-25 15:47:12.7300000	"Tailspin Toys (Wappingers Falls, NY)"	(212) 555-0100	Unit 235	822 Shasthri Road
56456607-3646-48B2-A015-ED808D7AC35F	256ABCD3-2379-4C18-9A6F-6FAC2A8003E9	2022-10-17 10:42:26.0733333	21259.76	NULL	System Generated	CBE-0077	2022-10-17 10:42:26.0733333	"Tailspin Toys (Astor Park, FL)"	(239) 555-0100	Unit 37	440 Spousta Street
